Well API,Well Tier,Well Type,Operator Name,Field,Well Designation,CalGEM District,County,Lease,City,Latitude,Longitude,View in WellFinder,x,y
0402100229,Tier 2,Dry Gas,Marathon Oil Company,Willows-Beehive Bend Gas,E.E. Willard 1,Northern,Glenn,E.E. Willard,Glenn County,39.59366226,-122.12089539,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0402100229&config=WellFinder,-182019.4372000005,177349.14090000093
0401925301,Tier 3,Oil & Gas,"Medley Oil & Gas, LLC",Any Field,1,Central,Fresno,Unspecified,Fresno County,36.32067108,-120.30405426,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401925301&config=WellFinder,-27262.40289999917,-188440.80379999988
0401900347,Tier 3,Dry Hole,California Northern Petro. Co.,Coalinga,19,Central,Fresno,Unspecified,Fresno County,36.13357925,-120.41621399,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401900347&config=WellFinder,-37410.6063000001,-209192.28830000013
0401900346,Tier 3,Dry Hole,California Northern Petro. Co.,Coalinga,18,Central,Fresno,Unspecified,Fresno County,36.13500595,-120.42073059,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401900346&config=WellFinder,-37815.87849999964,-209031.96860000025
0401120513,Tier 3,Dry Gas,California Hydrocarbons Corporation,Kirk Gas,Armstrong 17-3,Northern,Colusa,Armstrong,Colusa County,38.9699707,-121.88130951,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120513&config=WellFinder,-162835.7279000003,107616.8713000007
0401120493,Tier 3,Dry Gas,California Hydrocarbons Corporation,Kirk Gas,Armstrong 17-1,Northern,Colusa,Armstrong,Colusa County,38.97221375,-121.88130188,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401120493&config=WellFinder,-162830.1208999995,107866.11510000005
0401100286,Tier 3,Dry Hole,E. & G. Products Co.,Any Field,Evans 1,Northern,Colusa,Evans,Colusa County,39.14908981,-122.34481049,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0401100286&config=WellFinder,-202454.40210000053,128412.64049999975
0411321281,Tier 3,Dry Gas,"Kelpetro Operating, Inc.",Clarksburg Gas,Reamer Ranches et al-Christina 1,Northern,Yolo,Reamer Ranches et al-Christina,Yolo County,38.4430809,-121.57565308,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0411321281&config=WellFinder,-137355.5730000008,48576.44129999913
0411105589,Tier 3,Dry Hole,L. E. Belger,Any Field,Well No. 1,Northern,Ventura,Well No.,Ventura County,34.18006134,-119.04196167,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0411105589&config=WellFinder,88305.96029999852,-425746.5362999998
0411105565,Tier 3,Dry Hole,Buena Vista Oil,Any Field,Well No. 2,Northern,Ventura,Well No.,Ventura County,34.18684006,-119.0173111,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0411105565&config=WellFinder,90570.190200001,-424971.2604
0411100307,Tier 4,Oil & Gas,Bardsdale Oil Co.,Bardsdale,Unspecified 1,Northern,Ventura,Unspecified,Ventura County,34.36764908,-118.91585541,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0411100307&config=WellFinder,99691.01150000095,-404808.93090000004
0410720266,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 8,Central,Tulare,National Development-Merzoian,Tulare County,35.99436188,-119.04064178,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720266&config=WellFinder,86389.1884999983,-224306.0376000004
0410720265,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 16,Central,Tulare,Community,Tulare County,35.99721146,-119.04306793,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720265&config=WellFinder,86167.5309999995,-223991.6509999996
0410720264,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 15,Central,Tulare,Community,Tulare County,35.9978981,-119.04399109,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720264&config=WellFinder,86083.63910000026,-223916.2023
0410720261,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 19,Central,Tulare,T.B.I.D.,Tulare County,35.99067688,-119.04332733,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720261&config=WellFinder,86151.50030000135,-224717.892
0410720260,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 18,Central,Tulare,T.B.I.D.,Tulare County,35.9911232,-119.04319,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720260&config=WellFinder,86163.36630000174,-224668.1802000003
0410720259,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 17,Central,Tulare,T.B.I.D.,Tulare County,35.99285889,-119.04121399,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720259&config=WellFinder,86339.35280000046,-224473.5440999996
0410720258,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 16,Central,Tulare,T.B.I.D.,Tulare County,35.99295044,-119.04117584,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720258&config=WellFinder,86342.68519999832,-224463.3378999997
0410720256,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 15,Central,Tulare,T.B.I.D.,Tulare County,35.98813248,-119.04372406,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720256&config=WellFinder,86118.62660000101,-225000.93979999982
0410720255,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 14,Central,Tulare,T.B.I.D.,Tulare County,35.99230576,-119.04119873,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720255&config=WellFinder,86341.34840000048,-224534.98400000017
0410720254,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Smith-Rhoads 7,Central,Tulare,Smith-Rhoads,Tulare County,35.99426651,-119.03991699,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720254&config=WellFinder,86454.55930000171,-224315.9726999998
0410720246,Tier 3,Dry Gas,"Strata-X, Inc.",Trico Gas,Kingfisher 1,Central,Tulare,Kingfisher,Tulare County,35.79977417,-119.44132996,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720246&config=WellFinder,50436.079500000924,-246213.50930000003
0410720232,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 14,Central,Tulare,Community,Tulare County,35.99539185,-119.04263306,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720232&config=WellFinder,86208.7287000008,-224193.41830000002
0410720229,Tier 2,Oil & Gas,Dennis C. Franks,Deer Creek,D. C. Unit 5,Central,Tulare,D. C. Unit,Tulare County,35.98168945,-119.04685974,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720229&config=WellFinder,85843.44900000095,-225719.61400000006
0410720228,Tier 2,Oil & Gas,Dennis C. Franks,Deer Creek,D. C. Unit 4,Central,Tulare,D. C. Unit,Tulare County,35.98163223,-119.04732513,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720228&config=WellFinder,85801.60009999946,-225726.39250000007
0410720227,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 12,Central,Tulare,Community,Tulare County,35.99880981,-119.04342651,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720227&config=WellFinder,86133.45219999924,-223814.39639999997
0410720224,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 2A,Central,Tulare,National Development-Merzoian,Tulare County,35.99489594,-119.04067993,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720224&config=WellFinder,86385.15289999917,-224246.73720000032
0410720204,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 1A,Central,Tulare,National Development-Merzoian,Tulare County,35.99356842,-119.04078674,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720204&config=WellFinder,86377.02760000154,-224394.32469999976
0410720158,Tier 2,Water Disposal,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 7,Central,Tulare,National Development-Merzoian,Tulare County,35.99465179,-119.04167175,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720158&config=WellFinder,86296.11960000172,-224274.76599999983
0410720153,Tier 2,Oil & Gas,"Zynergy, LLC","Deer Creek, North",Karen 2,Central,Tulare,Karen,Tulare County,36.03432465,-119.04968262,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720153&config=WellFinder,85530.60229999945,-219874.23720000032
0410720152,Tier 2,Oil & Gas,"Zynergy, LLC","Deer Creek, North",Karen 1,Central,Tulare,Karen,Tulare County,36.03502655,-119.05101776,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720152&config=WellFinder,85409.66189999878,-219797.45650000032
0410720149,Tier 2,Oil & Gas,Dennis C. Franks,Deer Creek,D. C. Unit 1,Central,Tulare,D. C. Unit,Tulare County,35.98121643,-119.04708862,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720149&config=WellFinder,85823.36439999938,-225772.37430000026
0410720136,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 11,Central,Tulare,Community,Tulare County,35.99749374,-119.04423523,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720136&config=WellFinder,86062.10949999839,-223961.34929999989
0410720097,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 10,Central,Tulare,Community,Tulare County,35.99828339,-119.04380035,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720097&config=WellFinder,86100.38170000166,-223873.22250000015
0410720096,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Smith-Rhoads 6,Central,Tulare,Smith-Rhoads,Tulare County,35.99559021,-119.03988647,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720096&config=WellFinder,86455.81810000166,-224168.87909999955
0410720093,Tier 2,Oil & Gas,Dynasonics Corporation,Deer Creek,Beery 1,Central,Tulare,Beery,Tulare County,36.00815964,-119.04621887,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720093&config=WellFinder,85871.57869999856,-222778.13829999976
0410720078,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Smith-Rhoads 5,Central,Tulare,Smith-Rhoads,Tulare County,35.99624252,-119.03987122,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720078&config=WellFinder,86456.45729999989,-224096.39209999982
0410720077,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 6,Central,Tulare,National Development-Merzoian,Tulare County,35.99534225,-119.04138947,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720077&config=WellFinder,86320.76159999892,-224197.79750000034
0410720075,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 5,Central,Tulare,National Development-Merzoian,Tulare County,35.99648285,-119.04059601,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720075&config=WellFinder,86390.9252000004,-224070.3515999997
0410720070,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 9,Central,Tulare,Community,Tulare County,35.99940491,-119.04334259,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720070&config=WellFinder,86140.34109999985,-223748.20309999958
0410720069,Tier 2,Oil & Gas,"Zynergy, LLC","Deer Creek, North",Bastian 2-4,Central,Tulare,Bastian,Tulare County,36.03377914,-119.05058289,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720069&config=WellFinder,85450.18690000102,-219935.65770000033
0410720068,Tier 2,Oil & Gas,"Zynergy, LLC","Deer Creek, North",Bastian 2-3,Central,Tulare,Bastian,Tulare County,36.03399277,-119.05019379,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720068&config=WellFinder,85484.96750000119,-219911.57160000037
0410720066,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 4,Central,Tulare,National Development-Merzoian,Tulare County,35.99563217,-119.04056549,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410720066&config=WellFinder,86394.62970000133,-224164.8361999998
0410700494,Tier 2,Oil & Gas,Jacques Oil Co.,Terra Bella (ABD),1,Central,Tulare,Unspecified,Tulare County,35.96949768,-119.04311371,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700494&config=WellFinder,86194.48629999906,-227070.73230000027
0410700493,Tier 2,Oil & Gas,Wm. A. Hallock,Terra Bella (ABD),1,Central,Tulare,Unspecified,Tulare County,35.96949768,-119.03987122,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700493&config=WellFinder,86486.54980000108,-227067.77950000018
0410700378,Tier 2,Dry Hole,P. H. Osborne,Any Field,1,Central,Tulare,Unspecified,Tulare County,35.94965363,-119.19265747,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700378&config=WellFinder,72743.17909999937,-229400.76900000032
0410700320,Tier 2,Oil & Gas,Geo. C. Knoop,Any Field,1,Central,Tulare,Unspecified,Tulare County,36.00109863,-119.08091736,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700320&config=WellFinder,82755.32319999859,-223593.49459999986
0410700313,Tier 2,Oil & Gas,Pioneer Development Company,Any Field,2,Central,Tulare,Unspecified,Tulare County,36.02186584,-119.07142639,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700313&config=WellFinder,83587.26370000094,-221277.85840000026
0410700157,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 13,Central,Tulare,T.B.I.D.,Tulare County,35.99159241,-119.04214478,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700157&config=WellFinder,86256.96009999886,-224615.09970000014
0410700156,Tier 2,Water Disposal,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 12,Central,Tulare,T.B.I.D.,Tulare County,35.98888397,-119.04354095,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700156&config=WellFinder,86134.27369999886,-224917.28160000034
0410700155,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 11,Central,Tulare,T.B.I.D.,Tulare County,35.98980713,-119.04356384,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700155&config=WellFinder,86131.17770000175,-224814.7377000004
0410700154,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 10,Central,Tulare,T.B.I.D.,Tulare County,35.99068832,-119.04238892,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700154&config=WellFinder,86235.9904000014,-224715.76790000033
0410700153,Tier 2,Water Disposal,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 9,Central,Tulare,T.B.I.D.,Tulare County,35.98705673,-119.04255676,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700153&config=WellFinder,86224.95129999891,-225119.3964999998
0410700152,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 8,Central,Tulare,T.B.I.D.,Tulare County,35.98796082,-119.04251862,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700152&config=WellFinder,86227.37150000036,-225018.91590000037
0410700150,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 6,Central,Tulare,T.B.I.D.,Tulare County,35.98978043,-119.04244995,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700150&config=WellFinder,86231.51350000128,-224816.69159999955
0410700149,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 5,Central,Tulare,T.B.I.D.,Tulare County,35.99291229,-119.04092407,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700149&config=WellFinder,86365.39900000021,-224467.34719999973
0410700148,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 4,Central,Tulare,T.B.I.D.,Tulare County,35.98887634,-119.04247284,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700148&config=WellFinder,86230.46680000052,-224917.15840000007
0410700147,Tier 2,Water Disposal,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 3,Central,Tulare,T.B.I.D.,Tulare County,35.99211502,-119.04079437,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700147&config=WellFinder,86377.97430000082,-224555.80730000045
0410700145,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,T.B.I.D. 1,Central,Tulare,T.B.I.D.,Tulare County,35.99282837,-119.03987122,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700145&config=WellFinder,86460.29879999906,-224475.7111999998
0410700143,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Rhoads 3,Central,Tulare,Rhoads,Tulare County,35.99589539,-119.03943634,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700143&config=WellFinder,86496.00569999963,-224134.56240000017
0410700142,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Rhoads 2,Central,Tulare,Rhoads,Tulare County,35.99386978,-119.03986359,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700142&config=WellFinder,86459.81410000101,-224360.00160000008
0410700141,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Rhoads 1,Central,Tulare,Rhoads,Tulare County,35.99501801,-119.03986359,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700141&config=WellFinder,86458.52210000157,-224232.4308000002
0410700140,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,National Development-Merzoian 3,Central,Tulare,National Development-Merzoian,Tulare County,35.99404526,-119.04188538,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700140&config=WellFinder,86277.56439999864,-224342.34719999973
0410700129,Tier 2,Water Disposal,"Petro-Lud, Inc.",Deer Creek,Hallain 2,Central,Tulare,Hallain,Tulare County,36.00116348,-119.04299927,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700129&config=WellFinder,86169.2809999995,-223552.5097000003
0410700127,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 6,Central,Tulare,Community,Tulare County,35.99901199,-119.04429626,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700127&config=WellFinder,86054.91389999911,-223792.7235000003
0410700126,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 5,Central,Tulare,Community,Tulare County,35.99630356,-119.04214478,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700126&config=WellFinder,86251.67179999873,-224091.6813000003
0410700125,Tier 2,Water Disposal,"Petro-Lud, Inc.",Deer Creek,Community 4,Central,Tulare,Community,Tulare County,35.99721527,-119.04206085,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700125&config=WellFinder,86258.20549999923,-223990.3119000001
0410700124,Tier 2,Oil & Gas,"Petro-Lud, Inc.",Deer Creek,Community 3,Central,Tulare,Community,Tulare County,35.99995804,-119.04405212,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410700124&config=WellFinder,86075.83619999886,-223687.39350000024
